block_name,area_name,activity,method,pesticide,lead_agency,start_date,finish_date,lat,lon,region
Waipatiki Ground Cyanide 9.4g/kg BB,Waipatiki Ground Possum OSPRI 2025-26,,Bait bags,Cyanide,TB Free,1758153600000,1782777600000,-39.20129846246399,177.0501682663406,East Coast
Waipatiki Ground Feratox BB,Waipatiki Ground Possum OSPRI 2025-26,,Bait bags,Cyanide,TB Free,1758153600000,1782777600000,-39.20129846246399,177.0501682663406,East Coast
Waipatiki Ground Feratox with cereal prefeed BS,Waipatiki Ground Possum OSPRI 2025-26,,Bait stations,Cyanide,TB Free,1758153600000,1782777600000,-39.20129846246399,177.0501682663406,East Coast
Waipoua 2025,Waipoua 2025,,Aerial,Sodium fluoroacetate,DOC,1763856000000,1763942400000,-35.62722385980894,173.59866249235031,Northland
Waipoua Mataraua feratox 2025_26,Kauri Coast kokako area 2025_26,,Bait bags,Cyanide,DOC,1757030400000,1775347200000,-35.61262642720618,173.61586721241363,Northland
Waipoua Mataraua kokako feracol 2024,Kauri Coast kokako area 2024_25,,Bait bags,Cholecalciferol,DOC,1727913600000,1743811200000,-35.61262642720618,173.61586721241363,Northland
Waipoua Mataraua kokako ratabate spring 2025,Kauri Coast kokako area 2025_26,,Bait stations,Diphacinone,DOC,1756339200000,1777334400000,-35.61262642720618,173.61586721241363,Northland
Waipoua Okawawa rat control,Kauri Coast SJK Area,,Bait stations,Diphacinone,DOC,1745366400000,1756425600000,-35.65628734828704,173.57399628212664,Northland
Waipu Kiwis - Pronature,Waipu Kiwis - Pronature,,Bait stations,Sodium fluoroacetate,Trust,1756252800000,1758067200000,-36.071585551661705,174.5291499068081,Northland
Waipunga OSPRI 2022-23,Waipunga OSPRI 2022-23,,Aerial,Sodium fluoroacetate,TB Free,1670803200000,1690761600000,-38.8917145425634,176.60351901833195,East Coast
Waipunga TMA Ground 24-25 Cyanide 9.4g/kg Feratox Bio Bag 12,Waipunga TMA Ground OSPRI 2024-25,,Bait bags,Cyanide,TB Free,1731369600000,1782777600000,-38.92032037229178,176.38759332321658,Unknown
Waipunga TMA Ground 24-25 Diphacinone cereal in BS,Waipunga TMA Ground OSPRI 2024-25,,Bait stations,Diphacinone,TB Free,1731369600000,1782777600000,-38.92032037229178,176.38759332321658,Unknown
Waipunga TMA Ground Cyanide pellets with prefeed cereal pelletsin BS,Waipunga TMA Ground OSPRI 2024-25,,Bait stations,Cyanide,TB Free,1731369600000,1782777600000,-38.92032037229178,176.38759332321658,Unknown
Waipunga TMA Ground Cyanide with prefeed paste in BB,Waipunga TMA Ground OSPRI 2024-25,,Bait bags,Cyanide,TB Free,1731369600000,1782777600000,-38.92032037229178,176.38759332321658,Unknown
Waipunga TMA Ground_Cyanide with prefeed paste in BS,Waipunga TMA Ground OSPRI 2024-25,,Bait stations,Cyanide,TB Free,1731369600000,1782777600000,-38.92032037229178,176.38759332321658,Unknown
Waipunga_Tarawera_Waitara_1080_BS,Waipunga_Tarawera_Waitara_OSPRI_21_22_Ground,,Bait stations,Sodium fluoroacetate,TB Free,1637884800000,1668384000000,-39.03490773457957,176.57819255894725,East Coast
Waipunga_Tarawera_Waitara_Cyanara50_BB,Waipunga_Tarawera_Waitara_OSPRI_21_22_Ground,,Handlaying,Cyanide,TB Free,1637884800000,1668384000000,-39.03490773457957,176.57819255894725,East Coast
Waipunga_Tarawera_Waitara_Feratox_BB,Waipunga_Tarawera_Waitara_OSPRI_21_22_Ground,,Bait bags,Cyanide,TB Free,1637884800000,1668384000000,-39.03490773457957,176.57819255894725,East Coast
Waipunga_Tarawera_Waitara_Feratox_Pellets,Waipunga_Tarawera_Waitara_OSPRI_21_22_Ground,,Bait stations,Cyanide,TB Free,1637884800000,1668384000000,-39.03490773457957,176.57819255894725,East Coast
Waitaanga Kokako,Waitaanga Kokako,,Bait bags,Cyanide,DOC,1762732800000,1766102400000,-38.858272741340166,174.87496344260825,Unknown
Waitaanga Kokako A block,Waitaanga Kokako,,Bait stations,Pindone,DOC,1763337600000,1766102400000,-38.858272741340166,174.87496344260825,Unknown
Waitahuna - Mahinerangi,Waitahuna - Mahinerangi Possum Control 2025-26,,Handlaying,Cyanide,TB Free,1770681600000,1798675200000,-45.74014437585125,169.80684252303828,Otago
Waitahuna - Mahinerangi Bait Bag,Waitahuna - Mahinerangi Possum Control 2025-26,,Bait bags,Cyanide,TB Free,1770681600000,1798675200000,-45.74014437585125,169.80684252303828,Otago
Waitahuna - Mahinerangi Bait Station,Waitahuna - Mahinerangi Possum Control 2025-26,,Bait stations,Cyanide,TB Free,1770681600000,1798675200000,-45.74014437585125,169.80684252303828,Otago
Waitahuna Mahinerangi Bait Bag,Waitahuna_Mahinerangi Possum Control 2024_25,,Bait stations,Cyanide,TB Free,1721001600000,1751241600000,-45.7537539521598,169.78590038856947,Otago
Waitahuna Mahinerangi Bait Station,Waitahuna_Mahinerangi Possum Control 2024_25,,Bait stations,Cyanide,TB Free,1721001600000,1751241600000,-45.7537539521598,169.78590038856947,Otago
Waitahuna Mahinerangi Cyanide Handlaid,Waitahuna_Mahinerangi Possum Control 2024_25,,Handlaying,Cyanide,TB Free,1721001600000,1751241600000,-45.7537539521598,169.78590038856947,Otago
Waitawheta Rat Control 2024,Waitawheta Rat Control 2024,,Bait stations,Diphacinone + Cholecalciferol,Trust,1727654400000,1733011200000,-37.46164596492576,175.76175336665906,Waikato
West Matukituki Rat Control 2024,West Matukituki Rat Control 2024,,Bait stations,Diphacinone,Trust,1699574400000,1727654400000,-44.48607062386327,168.66264970889807,West Coast
Whakatipu reforestation trust Pindone,Whakatipu reforestation trust Pindone,,Handlaying,Pindone ,Trust,1755820800000,1824854400000,-44.9688333454662,168.8030598279302,Otago
Whangape Possum cyanide #18,Whangape Possum control PPCA 2025,,Bait stations,Cyanide,Council,1741305600000,1769817600000,-37.47192528136145,175.02427376958556,Auckland
Whangape possum cyanide #19,Whangape Possum control PPCA 2025,,Bait bags,Cyanide,Council,1741305600000,1769817600000,-37.47192528136145,175.02427376958556,Auckland
Whangape possum decal #114,Whangape Possum control PPCA 2025,,Bait stations,Cholecalciferol,Council,1741305600000,1769817600000,-37.47192528136145,175.02427376958556,Auckland
"Whangape possum, DoubleTap #144",Whangape Possum control PPCA 2025,,Bait stations,Diphacinone + Cholecalciferol,Council,1741305600000,1769817600000,-37.47192528136145,175.02427376958556,Auckland
Whangapoua Basin Rabbit Control ,Whangapoua Basin Rabbit Control ,,Fumigation,Magnesium Phosphide,DOC,1651449600000,1809043200000,-36.15603226132804,175.41016151704656,Unknown
Whataroa-Perth - Localised Rat Removal area -1080,Whataroa-Perth - Localised Rat Removal area -1080,,Handlaying,Sodium fluoroacetate,Shared (detail in comments),1742342400000,1745452800000,-43.373469044708344,170.57388056981654,West Coast
Whataroa-Perth 1080 Rodent carcass,ZIP Targeted stoat removal trial,,Handlaying,Sodium fluoroacetate,Shared (detail in comments),1646870400000,1717113600000,-43.35170769764677,170.50305100156228,West Coast
Whataroa Ext,Whataroa-Perth - Localised Rat Removal area -1080,,Aerial,Sodium fluoroacetate,Shared (detail in comments),1755734400000,1769731200000,-43.3139782378306,170.51300776060285,West Coast
Whinray Rat Control 2024-25,Whinray Rat Control,,Bait bags,Cholecalciferol,Trust,1714953600000,1772323200000,-38.241317171606674,177.60106091554943,Bay of Plenty
Whirinaki Core ARea Diphacinone 2025/26,Whirinaki Core ARea Diphacinone 2025/26,,Bait stations,Pindone,DOC,1765238400000,1771200000000,-38.64145867751849,176.69717403240983,East Coast
Whirinaki Core Area Pindone 2025/26,Whirinaki Core Area Pindone 2025/26,,Bait stations,Pindone,DOC,1757894400000,1774915200000,-38.64145867751849,176.69717403240983,East Coast
WHPF Ocean Beach Feratox,Possum Free Whangarei Heads,,Bait stations,Cyanide,Council,1717977600000,1754006400000,-35.81371702585395,174.55964371081322,Northland
Willowflat Ground Possum 2025-2026 cyanide in bait bags,Willowflat Ground Possum 2025-2026,,Bait bags,Cyanide,TB Free,1757376000000,1782777600000,-39.046383895330514,176.85663903961762,East Coast
Willowflat Ground Possum 2025-2026 cyanide with prefeed paste in bait bags,Willowflat Ground Possum 2025-2026,,Bait bags,Cyanide,TB Free,1757376000000,1782777600000,-39.046383895330514,176.85663903961762,East Coast
Willowflat Ground Possum 2025-2026 cyanide with prefeed paste in BS,Willowflat Ground Possum 2025-2026,,Bait stations,Cyanide,TB Free,1757376000000,1782777600000,-39.046383895330514,176.85663903961762,East Coast
Willowflat Ground Possum 2025-2026 cyanide with prefeed pellet in BS,Willowflat Ground Possum 2025-2026,,Bait stations,Cyanide,TB Free,1757376000000,1782777600000,-39.046383895330514,176.85663903961762,East Coast
Willowflat Ground Possum 2025-2026 Diphacinone in BS,Willowflat Ground Possum 2025-2026,,Bait stations,Diphacinone,TB Free,1757376000000,1782777600000,-39.046383895330514,176.85663903961762,East Coast
Windy Hill North,Windy Hill,,Bait stations,Diphacinone,Trust,1605744000000,1761868800000,-36.30094395094445,175.5391577834932,Unknown
Windy Hill South,Windy Hill,,Bait stations,Diphacinone,Trust,1605744000000,1761868800000,-36.308298226401455,175.54653863852718,Unknown
Wiri Lava Cave SR diphacinone 2024,Wiri Lava Cave SR diphacinone 2024,,Bait stations,Diphacinone,Trust,1716249600000,1810339200000,-37.00589254677133,174.85920473422473,Auckland
ZIP Brodifacoum Pellet Bait Stations,ZIP Brodifacoum Pellet Bait Stations,,Bait stations,Brodifacoum,Trust,1632787200000,1690761600000,-43.3465500896601,170.53369545754418,West Coast
ZIP H2Zeros 15 Oct,Whataroa-Perth - Brodifacoum Paste LoLa ,,Bait stations,Brodifacoum,Shared (detail in comments),1760486400000,1766188800000,-43.24346321987294,170.33673944522354,West Coast
ZIP Kirikirikatata Aerial 1080 Pest Elimination,ZIP Kirikirikatata Pest Elimination,,Aerial,Sodium fluoroacetate,Shared (detail in comments),1765411200000,1776384000000,-43.68559289155385,170.13533307336877,West Coast
ZIP Liebig Aerial 1080 2kg/ha Alpine Pest Control 2025,ZIP Liebig Aerial 1080 Alpine Pest Control 2025,,Aerial,Sodium fluoroacetate,Shared (detail in comments),1741219200000,1743897600000,-43.66704767228993,170.27327509556756,West Coast
ZIP Liebig Aerial 1080 Alpine Pest Control 2025,ZIP Liebig Aerial 1080 Alpine Pest Control 2025,,Aerial,Sodium fluoroacetate,Shared (detail in comments),1741219200000,1743904800000,-43.67961725998264,170.23849022631413,West Coast
ZIP Malte Liebig Feratox Striker Possum Control,ZIP Malte Liebig Feratox Striker Possum Control,,Bait bags,Cyanide,Shared (detail in comments),1763596800000,1779753600000,-43.7408538461548,170.16858506656467,West Coast
ZIP Okarito brodifacoum response,ZIP Okarito brodifacoum response,,Bait stations,Brodifacoum,Shared (detail in comments),1634515200000,1729209600000,-43.28154813626665,170.22465048141336,West Coast
